AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
1800,False,CAL FIRE Madera-Mariposa-Merced Unit,,2017,True,/incidents/2017/5/12/wright-fire/,,,Merced,24,,,,2018-01-09T09:56:00Z,,False,True,,,,36.96655,"Hwy 152 and Arburura Road, southwest of Los Banos",-120.89261,False,Wright Fire,100,,True,"The Wright Fire started on May 12, 2017 off Hwy 152 and Arburura Road, southwest of Los Banosin (Merced County.) and burned 1,800 acres.","Wright Fire, Merced County, May 2017, Highway 152, Los Banos, Arburura Road",2017-05-12T15:30:00Z,Finalized,,,,,63a81990-8521-409d-9c22-92d1c33e0353,2018-01-09T09:56:00Z,
1749,False,Stanislaus National Forest ,,2017,False,/incidents/2017/9/3/creek-fire/,,,Stanislaus,50,,,,2018-01-09T12:50:00Z,,False,True,,,,38.12,Bourland area of the Stanislaus National Forest ,-119.941,False,Creek Fire,100,,True,"The Creek Fire started on September 3, 2017, in the Bourland area of the Stanislaus National Forest and burned 1,749 acres. It was contained on November 21, 2017.  ","Creek Fire, Stanislaus National Forest, Wildfire, September 2017, Bourland",2017-09-03T16:23:00Z,Finalized,,,,,7f33fd28-9a93-438b-84ca-0e57e7c441f4,2018-01-09T12:50:00Z,
1660,False,CAL FIRE Sonoma-Lake-Napa Unit,,2017,True,/incidents/2017/10/9/37-fire/,,,Sonoma,49,,,,2018-01-09T13:34:00Z,,False,True,,,,38.14242,Hwy 37 & Lakeville Highway,-122.47301,False,37 Fire,100,,True,"The 37 Fire started on October 9, 2017 off Hwy 37 & Lakeville Highway near Skaggs Island (Sonoma County) and burned 1,660 acres.","37, Fire, October, 2017, Highway, 37, Lakeville, Sonoma, County",2017-10-09T14:00:00Z,Finalized,,,,,fe6e94d7-7b47-4992-9a52-787e1fad8171,2018-01-09T13:34:00Z,
1649,False,CAL FIRE / Fresno County Fire,,2017,True,/incidents/2017/7/17/park-fire/,"Firefighters are constructing and improving containment line, patrolling the fires perimeter and mopping up smoldering areas.
",Parkfield – Coalinga Grade from Jacalitos Canyon Road to Valerian (V6) Ranch (where asphalt ends),Fresno,10,17,10,35,2018-01-09T11:58:00Z,,False,True,,1,,35.95911,"Parkfield Rd and Hwy 198, 7 miles west of Coalinga",-120.55579,True,Park Fire,100,727,True,"The Park Fire started on July 17, 2017 off Parkfield Rd and Hwy 198, 7 miles west of Coalinga in Fresno County and burned 1,649 acres.","Park Fire, Fresno County, July 17, 2017, west of Coalinga",2017-07-17T13:15:00Z,Finalized,,,,5,f44aec62-5d1d-422f-9ff9-dbef80e4e27f,2018-01-09T11:58:00Z,7
1626,False,Kern County Fire,,2017,True,/incidents/2017/7/6/quail-fire/,,,Kern,15,,,,2018-01-09T11:45:00Z,,False,True,,,,35.59904,off Hwy 65 and Famoso Road east of Famoso,-119.08312,False,Quail Fire,100,,True,"The Quail Fire started on July 6, 2017 off Hwy 65 and Famoso Road east of Famoso (Kern County) and burned 1,626 acres.","Hwy 65, Famoso Road, Famoso, July 2017, Kern County, Quail Fire",2017-07-06T12:29:00Z,Finalized,,,,,ea019efb-52d2-4f08-8d04-20b680e2361b,2018-01-09T11:45:00Z,
1598,False,CAL FIRE San Luis Obispo Unit,,2017,True,/incidents/2017/6/26/hill-fire/,,All road closures are lifted. Please drive with caution.,San Luis Obispo,40,,,,2018-01-09T11:08:00Z,,False,True,,,,35.4025,"Park Hill Road and La Entrada, east of Santa Margarita",-120.4992,True,Hill Fire,100,,True,"The Hill Fire started on June 26, 2017 off Park Hill Road and La Entrada, east of Santa Margarita (San Luis Obispo County) and burned 1,598 acres.","San Luis Obispo County, Park Hill Road, La Entrada, Santa Margarita, June 2017",2017-06-26T15:27:00Z,Finalized,,4,,,81b37451-57b5-4050-a54d-e9750f84a567,2018-01-09T11:08:00Z,
1538,False,CAL FIRE / Fresno County Fire,,2017,True,/incidents/2017/7/2/derrick-fire/,,,Fresno,10,,,,2018-01-09T11:41:00Z,,False,True,,,,36.269125,"off Los Gatos Creek Rd, west of Coalinga",-120.620791,True,Derrick Fire,100,,True,"The Derrick Fire started on July 2, 2017 off Los Gatos Creek Rd, west of Coalinga (Fresno County) and burned 1,538 acres.","Derrick Fire, Los Gatos Creek Rd, Coalinga, Fresno County, July 2017",2017-07-02T22:28:00Z,Finalized,,,,,e3e75be1-8dea-4022-975b-34a0f25b57c0,2018-01-09T11:41:00Z,
1522,False,Sequoia National Forest,,2017,False,/incidents/2017/6/18/highway-fire/,,,Kern,15,,,,2018-01-09T10:41:00Z,,False,True,,,,35.53456,"Democrat, west of Lake Isabella",-118.66733,False,Highway Fire,100,,True,"The Highway fire started on June 18, 2017 near Democrat, west of Lake Isabella in Kern County and burned 1,522 acres.","Highway Fire, Kern County, June 2017, Democrat, Lake Isabella",2017-06-18T14:22:00Z,Finalized,,,,,1b01181e-fbcb-4dc4-86ec-cfddc864cc34,2018-01-09T10:41:00Z,
1503,False,San Bernardino National Forest,,2017,False,/incidents/2017/6/19/holcomb-fire/,,,San Bernardino,36,,,,2018-01-09T11:00:00Z,,False,True,,,,34.2976,"off Highway 18 & Holcomb Valley Rd, east of Big Bear Lake",-116.826,False,Holcomb Fire,100,,True,"The Holcomb Fire started on Monday, June 19, 2017 off Highway 18 & Holcomb Valley Rd, east of Big Bear Lake (San Bernardino County) and burned 1,503 acres.","Holcomb Fire, San Bernardino County, Highway 18, Holcomb Valley Rd, east of Big Bear Lake, June 2017",2017-06-19T15:05:00Z,Finalized,,,,,b5dd68e2-ec95-47cd-a126-d5f6f0f2b49a,2018-01-09T11:00:00Z,
1431,False,CAL FIRE Madera-Mariposa-Merced Unit,,2017,True,/incidents/2017/6/10/oakwood-fire/,Acreage reduced due to more accurate mapping.,,Madera,20,,,3,2018-01-09T10:30:00Z,,False,True,,,,37.0825,"Oakwood Road and Road 406, northeast of Madera",-119.8011,True,Oakwood Fire,100,13,True,"The Oakwood Fire started on June 10, 2017 off of Oakwood Road and Road 406, northeast of Madera, Madera County and burned 1,431 acres.","Oakwood Fire, June 2017, Oakwood Road and Road 406, Madera County",2017-06-10T13:19:00Z,Finalized,,,,,d11a4f65-9523-40d8-989a-6603705e9638,2018-01-09T10:30:00Z,
1350,False,Sequoia National Forest,,2017,False,/incidents/2017/7/30/garden-fire/,,,Kern,15,,,,2018-01-09T12:14:00Z,,False,True,,,,35.543,"1/2 mile west of USFS Democrat Fire Station, Kern River Ranger District",-118.654,False,Garden Fire,100,,True,"The Garden Fire started on July 30, 2017, 1/2 mile west of USFS Democrat Fire Station, Kern River Ranger District (Kern County) and burned 1,350 acres.","Garden Fire, Garden, Kern County, Sequoia National Forest, July 2017",2017-07-30T16:17:00Z,Finalized,,,,,0f4499f5-846c-4791-994e-81df04fe691a,2018-01-09T12:14:00Z,
1350,False,CAL FIRE/Riverside County Fire,,2017,True,/incidents/2017/4/30/opera-fire/,,,Riverside,33,,,,2018-01-09T09:53:00Z,,False,True,,,,34.00566,"off Opera Loop & East Palmyrita Avenue, in Highgrove ",-117.30693,False,Opera Fire,100,,True,"The Opera Fire started on April 30, 2017 off Opera Loop & East Palmyrita Avenue, in Highgrove in Riverside County and burned 1,350 acres. ","off Opera Loop & East Palmyrita Avenue, in Highgrove, Riverside County, Opera Fire, April 2017",2017-04-30T15:23:00Z,Finalized,,,,,c254df3f-a241-4983-a880-e12944a9f7b2,2018-01-09T09:53:00Z,
1319,False,Sequoia National Forest,,2017,False,/incidents/2017/9/1/caldwell-fire/,,,Kern,15,,,,2018-01-09T12:50:00Z,,False,True,,,,35.76,"Kernville Rd. x Sierra Way, 6 miles north of Lake Isabella",-118.406,False,Caldwell Fire,100,,True,"The Cadwell Fire started September 1 2017, off Kernville Rd. and Sierra Way, 6 miles north of Lake Isabella (Kern County)","Caldwell Fire, September 1 2017, Kernville Rd, Sierra Way, Lake Isabella Kern County",2017-09-01T14:37:00Z,Finalized,,,,,340e471a-a37e-47dd-90da-6c9f35b7eb3b,2018-01-09T12:50:00Z,
1286,False,CAL FIRE Amador-El Dorado Unit,,2017,True,/incidents/2017/7/26/latrobe-fire/,,,Sacramento,34,,,,2018-01-09T12:06:00Z,,False,True,,,,38.5181,"Off Latrobe Rd & Scott Rd, near Rancho Murieta",-121.104,False,Latrobe Fire,100,,True,"The Latrobe Fire started on July 26, 2017 off Latrobe Rd & Scott Rd, near Rancho Murieta (Sacramento County) and burned 1,286 acres.","Latrobe Rd, Scott Rd, Rancho Murieta, Sacramento County.",2017-07-26T14:45:00Z,Finalized,,,,,8cf9e7dc-74b9-4b97-9a03-f523f3eff56f,2018-01-09T12:06:00Z,
1200,False,Kern County Fire,,2017,True,/incidents/2017/6/30/tarina-fire/,,,Kern,15,,,,2018-01-09T11:16:00Z,,False,True,,,,35.38298,"Breckenridge Road, 3 miles east of Bakersfield",-118.80123,False,Tarina Fire ,100,,True,"The Tarina Fire started on June 30, 2017, off Breckenridge Road, 3 miles east of Bakersfield in Kern County and burned 1,200 acres. ","Tarina Fire, Kern County, June 2017, Bakersfield, Breckenridge Road, ",2017-06-30T13:49:00Z,Finalized,,,,,4ac3161f-79e7-494f-88e4-72a69ef1d96b,2018-01-09T11:16:00Z,
1088,False,DOD - Camp Pendleton,,2017,False,/incidents/2017/10/17/buffalo-fire/,,,San Diego,37,,,,2018-01-09T13:41:00Z,,False,True,,,,33.402411,"Range 600, Case Springs Road, Camp Pendleton",-117.402445,False,Buffalo Fire,100,,True,"The Buffalo Fire started on October 17, 2017 off Range 600 and Case Springs Road, San Diego County and burned 1,088 acres. It was contained on November 14, 2017. ","Buffalo Fire, Range 600, Case Springs Road, 
Camp Pendleton, San Diego County, October 2017",2017-10-17T10:19:00Z,Finalized,,,,,081c7307-b328-4b64-869a-dce8718bab11,2018-01-09T13:41:00Z,
1083,False,Kern County Fire ,,2017,True,/incidents/2017/7/18/hudson-fire/,,,Kern,15,,,,2018-01-09T11:59:00Z,,False,True,,,,34.94373,"Hudson Ranch Rd. and Hwy 166, south of Maricopa",-119.44751,False,Hudson Fire,100,,True,"The Hudson Fire started on July 18, 2017, off Hudson Ranch Road and Highway 166, south of Maricopa, Kern County and burned 1,083 acres. ","Hudson fire, Kern County, July 18",2017-07-18T11:45:00Z,Finalized,,,,,27759042-9df3-4d57-951e-f5727bcf013f,2018-01-09T11:59:00Z,
1044,False,CAL FIRE/Riverside County Fire,,2017,True,/incidents/2017/8/13/blaine-fire/,,,Riverside,33,,,,2018-01-09T12:38:00Z,,False,True,,,,33.98212,Blaine Rd and Terrace Dr,-117.30819,True,Blaine Fire,100,,True,"The Blaine Fire started on August 13, 2017, off Blaine Rd and Terrace Dr in Box Spring Mountain in Riverside County and burned 1,044 acres. ","Blaine Fire, Blaine Rd, Terrace Rd, Riverside County, August 2017, Box Spring Mountain",2017-08-13T16:10:00Z,Finalized,,,,,c57ff6c2-e5df-48c5-831c-1dbad73df5ef,2018-01-09T12:38:00Z,
1035,False,CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest,,2017,True,/incidents/2017/9/3/mission-fire/,All Mandatory Evacuation Orders and Advisories have been removed.,Douglas Station Road at Road 225; Rainbow Drive at Road 225; Cascade; Drive at Road 225,Madera,20,,,,2018-01-09T13:18:00Z,,False,True,,,,37.21616,"Mission Dr. and Italian Bar Rd., 2 miles east of North Fork",-119.48067,True,Mission Fire,100,,True,"The Mission Fire started on September 3, 2017 off Mission Drive and Italian Bar Road, 2 miles east of North Fork (Madera County) and burned 1,035 acres.","Mission Fire, Madera County, Sierra National Forest, September 3, 2017, Sierra National Forest",2017-09-03T13:06:00Z,Finalized,,4,,,297d6516-ce4f-407d-93f8-9669dc6fd392,2018-01-09T13:18:00Z,
1020,False,Tahoe National Forest,,2017,False,/incidents/2017/8/6/chilcoot-fire/,,,Plumas,32,,,,2018-01-09T12:20:00Z,,False,True,,,,39.75371,"Chilcoot Ave, Chilcoot",-120.1397,False,Chilcoot Fire,100,,True,"The Chilcoot Fire started on August 6, 2017 off off Chilcoot Ave, Chilcoot (Plumas County) and burned 1,020 acres. ","Chilcoot Ave, Chilcoot, Plumas County, Chilcoot Fire, August 2017",2017-08-06T15:32:00Z,Finalized,,,,,d3213d2a-4b10-4eef-b8df-bdebc5cd948f,2018-01-09T12:20:00Z,
1000,False,Camp Pendleton Marine Base,,2017,False,/incidents/2017/5/25/range-fire/,,,San Diego,37,,,,2018-01-09T10:17:00Z,,False,True,,,,33.34988, Basilone Road X Las Pulgas Road,-117.39818,False,Range Fire,100,,True,"The Range Fire started on May 25, 2017 at Camp Pendleton off Basilone Road and Las Pulgas Road (San Diego County) and burned 1,000 acres.","Range Fire, Camp Pendleton, May 2017, Basilone Road, Las Pulgas Road, San Diego County",2017-05-25T18:15:00Z,Finalized,,,,,bd671dbd-dd3c-413e-b453-4002e382325d,2018-01-09T10:17:00Z,
995,False,CAL FIRE Shasta-Trinity Unit,,2017,True,/incidents/2017/9/12/berry-fire/,"Firefighters continue working aggressively for full containment of the Berry Fire.

<p><a href=""https://twitter.com/CALFIRESHU"" target=""_blank"">CAL FIRE Shasta-Trinity Unit Twitter</a>",<li>River Road is closed from Pit 4 Dam to Pit 3 Powerhouse</li>,Shasta,45,14,1,15,2018-01-09T13:21:00Z,,False,True,,2,3,40.98352,"off of Baker Rd, east of Big Bend",-121.81623,True,Berry Fire,100,317,True,"The Lighting Fire, renamed Berry Fire started on September 12, 2017 off of Baker Rd, northwest of Burney (Shasta County).","Lightning Fire, shasta county, 2017, September, Baker Rd, Burney Berry Fire",2017-09-12T06:58:00Z,Finalized,,,,,4a015862-8ac1-4c91-aa4c-c9831630b75a,2018-01-09T13:21:00Z,3
976,False,Fresno County Fire ,,2017,False,/incidents/2017/4/28/el-dorado-fire/,,,Fresno,10,,,,2018-01-09T09:52:00Z,,False,True,,,,36.530836," El Dorado Ave & Kamm Ave, northeast of Coalinga",-120.206592,False,El Dorado Fire,100,,True,"The El Dorado Fire started on August 28, 2017 off of El Dorado Ave & Kamm Ave, northeast of Coalinga in Fresno County and burned 976 acres."," El Dorado Ave & Kamm Ave, northeast of Coalinga, El Dorado Fire, Fresno County, April 2017",2017-04-28T15:40:00Z,Finalized,,,,,17a7d561-bee7-454d-a0aa-ac450907f6fd,2018-01-09T09:52:00Z,
900,False,CAL FIRE Mendocino Unit,,2017,True,/incidents/2017/7/16/grade-fire/,"Fire crews will remain on scene for patrol, to extinguish interior hot spots and strengthen control lines.",Controlled traffic on Hwy 101 ,Mendocino,23,,,,2018-01-09T11:56:00Z,,False,True,,,1,39.30125,"Hwy 101, 5 miles northwest of Redwood Valley ",-123.28825,True,Grade Fire,100,,True,"The Grade fire started on July 16, 2017 of Hwy 101, 5 miles northwest of Redwood Valley in Mendocino County and burned 900 acres.","Grade fire, Mendocino County, Hwy 101, July 16, 2017",2017-07-16T14:51:00Z,Finalized,,,,,95cd2f17-1278-4cc9-90f4-000e4eba415a,2018-01-09T11:56:00Z,
867,False,Unified Command: CAL FIRE Nevada-Yuba-Placer Unit/Beale Air Force Base,,2017,True,/incidents/2017/8/20/beale-fire/,,,Yuba,58,,,,2018-01-09T12:43:00Z,,False,True,,,,39.1234,"Chuck Yeager Road, Beale Air Force Base",-121.32957,False,Beale Fire,100,,True,"The Beale Fire started of August 20, 2017 off of Chuck Yeager Road, Beale Air Force Base, Yuba County and burned 950 acres: 600 were SRA, and 350 were FRA.","Beale Fire, Chuck Yeager Road, Beale Air Force Base, Yuba County, August 2017",2017-08-20T14:44:00Z,Finalized,,,,,f31a117a-572a-4956-9797-ad08e3933bb7,2018-01-09T12:43:00Z,
866,False,Cleveland National Forest,,2017,True,/incidents/2017/10/26/wildomar-fire/,,,Riverside,33,,,,2018-01-09T13:45:00Z,,False,True,,,,33.60247,"S Main Divide Rd and Wildomar OHV Park, west of Wildomar City",-117.34192,False,Wildomar Fire,100,,True,"The Wildomar Fire started on October 26, 2017 off S Main Divide Rd and Wildomar OHV Park, west of Wildomar City (Riverside County) and burned 866 acres. It was contained on October 30, 2017. ","Wildomar City, Riverside County, Wildomar Fire, Cleveland National Forest, October 26, 2017",2017-10-26T12:34:00Z,Finalized,,,,,561d4f1b-0827-48a9-8034-e783d2761945,2018-01-09T13:45:00Z,
859,False,Plumas National Forest,,2017,False,/incidents/2017/8/6/poslin-fire/,,,Lassen,18,,,,2018-01-09T12:21:00Z,,False,True,,,,39.888,"Scott Rd, 9 miles south of Doyle",-120.066,False,Poslin Fire,100,,True,"The Poslin Fire started on August 6, 2017, off Scott Rd, south of Doyle (Lassen County) and burned 859 acres.","Poslin Fire, Doyle, Scott Road, Lassen County, Vegetation Fire, Plumas National Forest, August 2017 ",2017-08-06T19:52:00Z,Finalized,,,,,06664fe1-c56c-4a00-833c-f9f3f6d6d18f,2018-01-09T12:21:00Z,
821,False,CAL FIRE Nevada-Yuba-Placer Unit,,2017,True,/incidents/2017/10/9/lobo-fire-wind-complex/,"Mop up and patrol continues as hose is pulled from the burn area. Firefighters improved containment line on both the Cascade and LaPorte fires while increasing line on the Lobo fire. 

<p>Anyone needing information for recovery please contact your county OES office.
<br>Butte County (530) 538-7373
<br>Yuba County (530) 749-7520
<br>Nevada County (530) 265-1515
<br>Butte County residents can call the Fire Assistance Center (530) 538-7473 starting
Monday, October 16th.
<p>CAL FIRE Incident Management Team 2 has transitioned the fires within the Wind Complex back to the local CAL FIRE Unit.

<p>See the latest <a href=""http://cdfdata.fire.ca.gov/pub/cdf/images/incidentfile1870_2961.pdf"" target=""_blank"">Incident Update</a> for more information on this fire.
",,Nevada,29,,,,2018-02-09T09:51:00Z,,False,True,,,,39.24549,"near Lone Lobo Trail, Rough and Ready",-121.12792,True,Lobo Fire (Wind Complex),100,,True,"The Lobo Fire started on October 9, 2017 near Lone Lobo Trail, Rough and Ready and burned 821 acres. ","Lobo Fire, Nevada County, October 10, 2017, Rough and Ready, Lone Lobo Trail",2017-10-09T00:01:00Z,Finalized,2,48,,,29c37ab7-3af9-458f-b6d3-72023a8c1046,2019-10-25T14:25:47.933Z,
800,False,Unified Command LA County Fire and USFS,,2017,False,/incidents/2017/6/17/lake-fire/,,,Los Angeles,19,,,,2018-01-09T10:34:00Z,,False,True,,,,34.55607,North side of Castaic Lake,-118.60703,False,Lake Fire,100,,True,"The Lake Fire started on June 17, 2017 on the north side of Castaic Lake in Los Angeles County and burned 800 acres.","Lake Fire, Los Angeles County, June 2017, Castaic Lake",2017-06-17T13:55:00Z,Finalized,,,,,c982daaa-a785-4dfc-a366-1950974028af,2018-01-09T10:34:00Z,
775,False,CAL FIRE San Luis Obispo/Department of Defense-Camp Roberts ,,2017,True,/incidents/2017/8/11/yankee-fire/,,,San Luis Obispo,40,,,,2018-01-09T12:36:00Z,,False,True,,,,35.7908,Field Rd and Perimeter Rd at Training Area Yankee 6 in Camp Roberts,-120.77485,False,Yankee Fire,100,,True,"The Yankee Fire started on August 11, 2017, at Field Rd and Perimeter Rd at Training Area Yankee 6 in Camp Roberts, San Luis Obispo County and burned 775 acres. ","Yankee Fire, Field Rd, Perimeter Rd, Camp Roberts, San Luis Obispo, August 2017",2017-08-11T16:06:00Z,Finalized,,,,,e6308517-0b7c-4efb-9369-b9aa3fe3ad14,2018-01-09T12:36:00Z,
760,False,LA County Fire Department,,2017,False,/incidents/2017/6/25/placerita-fire/,,,Los Angeles,19,,,,2018-01-09T11:08:00Z,,False,True,,,,34.37443,"Off Hwy 14 & Placerita Canyon Rd, in Santa Clarita",-118.49343,False,Placerita Fire,100,,True,"The Placerita Fire started on June 25, 2017 off Hwy 14 & Placerita Canyon Rd, in Santa Clarita (Los Angeles County) and burned 760 acres.","Placerita Fire, Highway 14, Placerita Canyon Road, Santa Clarita, Los Angeles County, June 2017",2017-06-25T12:47:00Z,Finalized,,,,,c940ef85-44ce-4684-bce3-7cbbf180cefb,2018-01-09T11:08:00Z,
